gps,ifo,label,snr,peak_frequency,central_freq,bandwidth,duration,gravityspy_id
1133747480.875000,H1,Scattered_Light,12.312219619751,23.1610107421875,3083.45043945312,6125.69921875,3.125,AznPHIC56V
1133138521.980957,H1,Blip,15.7260503768921,262.064605712891,1576.18664550781,3022.35961914062,0.125,6w7VAHS1IU
1131777198.383789,H1,Blip,8.31163024902344,111.128150939941,281.727661132812,546.868347167969,3.05468988418579,9ZAEcwxTVs
1133106912.958984,H1,Blip,11.2929801940918,89.6763687133789,201.923873901367,319.184143066406,0.125,gcWyjEK0zo
1136037913.062500,H1,Scattered_Light,8.83714008331299,53.7300796508789,42.5044784545898,28.5404491424561,1.125,LVtW8aURkB
1132793065.102539,H1,Blip,7.89254999160767,137.711486816406,157.986480712891,154.858337402344,0.0625,7VgQmvYD8B
1135828631.101562,H1,Low_Frequency_Burst,56.9300994873047,16.1253604888916,2472.17529296875,4936.3505859375,3.75,BAHqSbpTF3
1135854885.481445,H1,Blip,30.4681396484375,137.711486816406,194.541000366211,333.949890136719,0.625,f6iUkzE9xQ
1135876640.909179,H1,Blip,12.6017799377441,111.128150939941,1169.80615234375,2271.29174804688,0.161620005965233,NiGEwKQJ4I
1132481586.469726,H1,Blip,8.5330696105957,111.128150939941,303.809997558594,502.703704833984,0.03125,30a0pBZRvY
1133296107.937500,H1,Scattered_Light,11.792010307312,24.3632698059082,3203.04736328125,6367.40966796875,1.75,3PDRtpo0zx
1132481590.375000,H1,Scattered_Light,9.65102005004883,33.173900604248,43.6258087158203,42.7620086669922,1.125,H9cWQMVOs1
1128157295.234375,H1,Power_Line,12.5042200088501,60.7991905212402,68.8287887573242,41.1315498352051,0.875,ZfVS6Jctvk
1136036448.812500,H1,Scattered_Light,20.9230804443359,50.2890510559082,2961.41430664062,5901.5439453125,3.375,juREySuAYI
1134276055.409179,H1,Blip,9.56890964508057,137.711486816406,201.923873901367,319.184143066406,0.0468799993395805,apzlKBpTrU
1128008888.173339,H1,Koi_Fish,74.1676330566406,225.349273681641,809.473388671875,1554.94665527344,0.5625,EJkOwdSJpN
1132224307.775390,H1,Blip,14.4124097824097,89.6763687133789,191.880386352539,339.271148681641,0.25,Wvy39iUgpo
1127321870.959472,H1,Blip,8.18653964996338,225.349273681641,385.217254638672,624.852111816406,0.03125,PwfkjGBOBn
1134298347.687500,H1,Scattered_Light,8.36791038513184,30.7112407684326,1685.07946777344,3355.74731445312,1.88280999660492,bUZ3nk4BgS
1132628928.767578,H1,Tomte,15.9404296875,58.396369934082,85.6255493164062,135.349624633789,1.0,BqniZ6oLFl
1129776001.921875,H1,Power_Line,12.8385400772095,60.7991905212402,56.0451316833496,33.4921417236328,0.53125,py8v9eHVvk
1136036089.281250,H1,Scattered_Light,9.19824981689453,43.8538513183594,2829.08715820312,5642.95068359375,4.04687976837158,3EhjSML7jR
1127968829.890625,H1,Power_Line,12.3502902984619,60.7991905212402,56.0451316833496,33.4921417236328,0.53125,uM18G8h7Np
1128064821.515625,H1,Power_Line,12.5450096130371,59.0893211364746,56.0451316833496,33.4921417236328,0.625,nndd448T9X
1133268975.125000,H1,Scattered_Light,9.12100982666016,28.7873802185059,246.723678588867,447.665710449219,1.75,mQV8XKSa0N
1133295733.437500,H1,Scattered_Light,13.5452899932861,29.6364593505859,1075.91723632812,2115.93310546875,1.75,YeOEjn5uiM
1132163588.018554,H1,Koi_Fish,158.353897094727,111.128150939941,3028.78491210938,6028.5986328125,1.375,1GgfAVIcrr
1128294122.180664,H1,Blip,23.5589694976807,149.414138793945,250.93000793457,423.261901855469,0.28125,crXOMUr0qu
1132525466.474609,H1,Blip,10.1428003311157,89.6763687133789,201.923873901367,319.184143066406,0.0468799993395805,eAcaMea2Fg
1136037247.968750,H1,Scattered_Light,7.54764986038208,22.548059463501,2380.58032226562,4721.0654296875,0.9375,h9HbixA0HW
1134469860.437500,H1,Scattered_Light,10.9826803207397,20.7546806335449,30.1412696838379,24.3810596466064,1.75,3VT6c4cyxU
1133120353.370605,H1,Blip,10.8830900192261,211.476593017578,452.496124267578,800.075927734375,0.0468799993395805,PpjxQ5x386
1135941755.625000,H1,Scattered_Light,10.3531303405762,31.9426803588867,59.1862602233887,63.2404098510742,1.5,n1Lr9FCJZN
1133747042.125000,H1,Scattered_Light,9.95001983642578,33.4890518188477,3411.46801757812,6781.73388671875,2.25,nEVVbjYtrv
1133928831.843750,H1,Power_Line,7.65951013565063,74.8062286376953,3699.18212890625,7385.55322265625,2.5625,xfmZuLbogG
1129756078.862304,H1,Blip,27.3323307037354,99.0665969848633,204.324462890625,344.64892578125,0.375,6oIszvycSp
1134338679.188476,H1,Blip,13.149040222168,170.653900146484,250.226760864258,395.537261962891,0.125,syW0WTIYPU
1135548503.437500,H1,Scattered_Light,16.3719501495361,26.6325798034668,2960.54614257812,5903.2802734375,5.5,4q6qqW7OeR
1127460871.083984,H1,Blip,7.59873008728027,80.6668319702148,144.514984130859,210.431823730469,0.0859400033950806,pVpakc0hTI
1134296728.875000,H1,Scattered_Light,7.85717010498047,30.1809997558594,2483.32788085938,4914.044921875,1.31396996974945,8OKlug6t5S
1136632802.406250,H1,Low_Frequency_Burst,13.8662204742432,15.5126495361328,3942.54858398438,7866.2314453125,5.14843988418579,mDsGEhUK3J
1136966330.718750,H1,Low_Frequency_Burst,9.283860206604,16.5220508575439,26.935510635376,30.7925891876221,1.0,6DHuhXSp0j
1133454234.375000,H1,Scattered_Light,7.61990976333618,30.7571601867676,2496.06469726562,4934.4189453125,1.51318001747131,81EhaQSqmX
1135971493.781250,H1,Scattered_Light,8.09912014007568,33.7373504638672,2652.890625,5261.2919921875,1.07544004917145,hrVDsGdcUy
1128512692.187500,H1,Scattered_Light,9.91335010528564,32.232479095459,1228.91479492188,2393.82958984375,1.25,yfroJ5dSVI
1128504790.968750,H1,Scattered_Light,9.28162002563477,38.5191917419434,38.1359481811523,12.2719097137451,0.9375,GrvaqYH1df
